offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
76697077,68047571,0,,,,,,,,
76697078,68047572,1,5,45,F,1,,,,
76697079,68047573,1,5,46,F,1,,,,
76697080,68047574,0,,,,,,,,
76697081,68047575,1,5,12,M,1,,,,
76697082,68047575,2,5,15,M,2,,,,
76697084,68047576,2,5,17,M,2,,,,
76697083,68047576,1,5,15,M,2,,,,
76697086,68047578,0,,,,,,,,
76697096,68047588,0,,,,,,,,
76697085,68047577,1,5,56,F,1,,,,
76697087,68047579,0,,,,,,,,
76697088,68047580,1,5,57,F,1,,,,
76697089,68047581,1,5,23,F,1,,,,
76697090,68047582,0,,,,,,,,
76697091,68047583,1,5,19,M,1,,,,
76697092,68047584,0,,,,,,,,
76697093,68047585,0,,,,,,,,
76697094,68047586,0,,,,,,,,
76697095,68047587,0,,,,,,,,
76697097,68047589,0,,,,,,,,
76691395,68042139,2,5,14,M,1,,,,
76691394,68042139,1,5,14,M,1,,,,
76691396,68042140,0,,,,,,,,
76691397,68042141,0,,,,,,,,
76691398,68042142,0,,,,,,,,
76691399,68042143,0,,,,,,,,
76691400,68042144,0,,,,,,,,
76691401,68042145,0,,,,,,,,
76691402,68042146,0,,,,,,,,
76691403,68042147,0,,,,,,,,
76691404,68042148,0,,,,,,,,
76691405,68042149,1,5,12,F,1,,,,
76691406,68042150,1,5,13,M,1,,,,
76691407,68042151,1,5,60,M,1,,,,
76691408,68042152,1,5,50,F,1,,,,
76691409,68042153,0,,,,,,,,
76691411,68042154,2,5,18,F,1,,,,
76691410,68042154,1,5,18,M,1,,,,
76691412,68042155,1,5,18,M,1,,,,
76691417,68042160,0,,,,,,,,
76691418,68042161,1,5,39,M,1,,,,
76691413,68042156,1,5,17,M,1,,,,
76691414,68042157,1,5,21,M,1,,,,
76691415,68042158,1,5,36,M,1,,,,
76691416,68042159,1,5,47,F,1,,,,
76691419,68042162,0,,,,,,,,
76691426,68042168,2,5,14,F,1,,,,
76691425,68042168,1,5,14,F,1,,,,
76691454,68042190,1,5,51,M,1,,,,
76691420,68042163,0,,,,,,,,
76691421,68042164,0,,,,,,,,
76691422,68042165,0,,,,,,,,
76691423,68042166,0,,,,,,,,
76691424,68042167,1,5,21,M,1,,,,
76691427,68042169,1,5,46,M,1,,,,
76691428,68042170,1,5,16,F,1,,,,
76691433,68042173,3,5,18,M,1,,,,
76691432,68042173,2,5,18,M,1,,,,
76691431,68042173,1,5,17,M,1,,,,
76691438,68042177,0,,,,,,,,
76691439,68042178,0,,,,,,,,
76691429,68042171,0,,,,,,,,
76691430,68042172,0,,,,,,,,
76691434,68042174,0,,,,,,,,
76691436,68042175,2,5,53,M,1,,,,
76691435,68042175,1,5,17,M,1,,,,
76691437,68042176,0,,,,,,,,
76691444,68042182,1,5,18,M,1,,,,
76691447,68042185,0,,,,,,,,
76691456,68042192,1,5,18,M,1,,,,
76691470,68042204,1,5,15,M,2,,,,
76691440,68042179,1,5,15,F,1,,,,
76691442,68042180,2,5,21,F,1,,,,
76691441,68042180,1,5,18,M,1,,,,
76691443,68042181,0,,,,,,,,
76691445,68042183,1,5,41,M,1,,,,
76691446,68042184,1,5,13,M,1,,,,
76691450,68042186,3,5,21,M,1,,,,
76691449,68042186,2,5,23,M,1,,,,
76691448,68042186,1,5,21,M,1,,,,
76691451,68042187,0,,,,,,,,
76691452,68042188,1,5,22,M,1,,,,
76691453,68042189,0,,,,,,,,
76691455,68042191,1,5,22,F,1,,,,
76691457,68042193,0,,,,,,,,
76691458,68042194,0,,,,,,,,
76691459,68042195,0,,,,,,,,
76691460,68042196,0,,,,,,,,
76691464,68042199,1,5,22,M,1,,,,
76691463,68042198,0,,,,,,,,
76691461,68042197,1,5,15,F,2,,,,
76691462,68042197,2,5,19,M,2,,,,
76691466,68042200,2,5,19,M,1,,,,
76691465,68042200,1,5,45,M,1,,,,
76691467,68042201,0,,,,,,,,
76691468,68042202,0,,,,,,,,
76691469,68042203,1,5,19,M,1,,,,
76691471,68042205,1,5,45,M,1,,,,
76691472,68042206,1,5,27,F,1,,,,
76691473,68042207,1,5,15,F,1,,,,
76691475,68042209,1,5,48,F,1,,,,
76691496,68043018,1,5,35,M,1,,,,
76691474,68042208,0,,,,,,,,
76691476,68042210,1,5,19,M,1,,,,
76691490,68043013,1,5,21,M,1,,,,
76691495,68043017,2,5,43,M,1,,,,
76691494,68043017,1,5,31,M,1,,,,
76691477,68042211,0,,,,,,,,
76691478,68042212,1,5,24,M,1,,,,
76691479,68042213,1,5,32,M,1,,,,
76691483,68042215,3,5,46,M,1,,,,
76691482,68042215,2,5,31,F,1,,,,
76691481,68042215,1,5,38,M,1,,,,
76691491,68043014,0,,,,,,,,
76691492,68043015,1,5,37,M,1,,,,
76691493,68043016,1,5,16,M,1,,,,
76691480,68042214,0,,,,,,,,
76691484,68042216,0,,,,,,,,
76691485,68042217,1,5,31,M,1,,,,
76691486,68042218,1,5,42,M,1,,,,
76691487,68042219,1,5,52,M,1,,,,
76691488,68042220,1,5,16,M,1,,,,
76691489,68042221,0,,,,,,,,
76691500,68043019,4,5,15,M,1,,,,
76691499,68043019,3,5,17,M,1,,,,
76691498,68043019,2,5,16,M,1,,,,
76691497,68043019,1,5,13,M,1,,,,
76691502,68043020,2,5,19,M,1,,,,
76691501,68043020,1,5,22,M,1,,,,
76691503,68043021,0,,,,,,,,
76693469,68044944,2,5,23,M,1,,,,
76693468,68044944,1,5,29,M,1,,,,
76693470,68044945,1,5,24,M,1,,,,
76693471,68044946,1,5,29,M,1,,,,
76693472,68044947,1,5,24,M,2,,,,
76693473,68044948,1,5,21,M,1,,,,
76693474,68044949,1,5,24,M,1,,,,
76693475,68044950,1,5,22,F,2,,,,
76693476,68044951,1,5,18,M,1,,,,
76695041,68044979,0,,,,,,,,
76695037,68044975,0,,,,,,,,
76695038,68044976,0,,,,,,,,
76695014,68044952,1,5,28,F,1,,,,
76695015,68044953,0,,,,,,,,
76695016,68044954,0,,,,,,,,
76695017,68044955,0,,,,,,,,
76695035,68044973,1,5,18,M,2,,,,
76695018,68044956,1,5,18,M,1,,,,
76695022,68044960,0,,,,,,,,
76695019,68044957,0,,,,,,,,
76695020,68044958,0,,,,,,,,
76695021,68044959,1,5,41,M,1,,,,
76695023,68044961,0,,,,,,,,
76695024,68044962,0,,,,,,,,
76695025,68044963,0,,,,,,,,
76695036,68044974,1,5,40,F,1,,,,
76695026,68044964,0,,,,,,,,
76695027,68044965,0,,,,,,,,
76695028,68044966,1,5,18,M,1,,,,
76695029,68044967,0,,,,,,,,
76695030,68044968,0,,,,,,,,
76695031,68044969,0,,,,,,,,
76695032,68044970,0,,,,,,,,
76695033,68044971,0,,,,,,,,
76695034,68044972,0,,,,,,,,
76695039,68044977,0,,,,,,,,
76695040,68044978,0,,,,,,,,
76695265,68045949,0,,,,,,,,
76695266,68045950,0,,,,,,,,
76695267,68045951,0,,,,,,,,
76695043,68044980,2,5,19,F,1,,,,
76695042,68044980,1,5,21,M,1,,,,
76695045,68044981,2,5,46,M,1,,,,
76695044,68044981,1,5,51,F,1,,,,
76695268,68045952,0,,,,,,,,
76695269,68045953,0,,,,,,,,
76695046,68044982,1,5,26,F,1,,,,
76695047,68044983,1,5,12,M,1,,,,
76695048,68044984,1,5,28,M,1,,,,
76695051,68044985,3,5,16,M,1,,,,
76695050,68044985,2,5,17,M,1,,,,
76695049,68044985,1,5,18,M,1,,,,
76695052,68044985,4,5,17,M,2,,,,
76695053,68044986,1,5,15,M,1,,,,
76695054,68044987,1,5,54,M,1,,,,
76695055,68044988,1,5,12,M,1,,,,
76695056,68044989,1,5,22,M,2,,,,
76695058,68044990,2,5,25,F,1,,,,
76695057,68044990,1,5,25,M,1,,,,
76695059,68044991,1,5,13,M,1,,,,
76695060,68044992,1,5,29,M,1,,,,
76695064,68044994,3,5,11,M,1,,,,
76695063,68044994,2,5,14,M,1,,,,
76695062,68044994,1,5,11,M,1,,,,
76695065,68044995,1,5,15,M,1,,,,
76695061,68044993,1,5,20,M,1,,,,
76695066,68044996,1,5,23,M,2,,,,
76695070,68044997,4,5,19,M,1,,,,
76695069,68044997,3,5,12,M,1,,,,
76695068,68044997,2,5,11,M,1,,,,
76695067,68044997,1,5,18,M,1,,,,
76695071,68044998,1,5,15,F,1,,,,
76695074,68044999,3,5,11,F,1,,,,
76695073,68044999,2,5,11,M,1,,,,
76695072,68044999,1,5,11,M,1,,,,
76695075,68045000,1,5,19,M,1,,,,
76695076,68045001,1,5,13,M,1,,,,
76695077,68045002,1,5,32,M,1,,,,
76695078,68045003,1,5,19,F,1,,,,
76695080,68045004,2,5,15,M,2,,,,
76695079,68045004,1,5,15,M,1,,,,
76695081,68045005,1,5,12,M,2,,,,
76695272,68045956,0,,,,,,,,
76695082,68045006,1,5,30,M,1,,,,
76695083,68045007,1,5,42,M,1,,,,
76695084,68045008,1,5,20,F,1,,,,
76695085,68045009,1,5,19,M,1,,,,
76695086,68045010,1,5,13,M,1,,,,
76695087,68045011,1,5,14,F,2,,,,
76695088,68045012,1,5,31,M,1,,,,
76695089,68045013,1,5,42,M,1,,,,
76695090,68045014,1,5,16,M,1,,,,
76695091,68045015,1,5,12,M,0,,,,
76695092,68045016,1,5,25,F,1,,,,
76695093,68045017,1,5,13,M,1,,,,
76695094,68045018,1,5,27,M,1,,,,
76695108,68045031,2,5,22,F,1,,,,
76695107,68045031,1,5,22,M,1,,,,
76695122,68045041,1,5,16,M,1,,,,
76695124,68045043,1,5,27,F,1,,,,
76695125,68045043,2,5,14,M,1,,,,
76695261,68045945,1,5,13,F,1,,,,
76695264,68045948,1,5,28,M,1,,,,
76695273,68045957,0,,,,,,,,
76695095,68045019,1,5,25,F,1,,,,
76695096,68045020,1,5,26,M,2,,,,
76695097,68045021,1,5,33,M,1,,,,
76695098,68045022,1,5,20,M,1,,,,
76695099,68045023,1,5,15,M,1,,,,
76695100,68045024,1,5,24,F,1,,,,
76695101,68045025,1,5,41,M,1,,,,
76695102,68045026,1,5,43,M,1,,,,
76695103,68045027,1,5,13,M,2,,,,
76695104,68045028,1,5,31,F,1,,,,
76695105,68045029,1,5,16,M,1,,,,
76695106,68045030,1,5,26,M,1,,,,
76695109,68045032,1,5,29,M,1,,,,
76695126,68045044,1,5,15,M,1,,,,
76695132,68045048,1,5,20,M,1,,,,
76695137,68045842,0,,,,,,,,
76695281,68045965,0,,,,,,,,
76695110,68045033,1,5,13,F,1,,,,
76695111,68045033,2,5,16,F,1,,,,
76695112,68045034,1,5,26,M,1,,,,
76695113,68045035,1,5,36,M,1,,,,
76695115,68045036,2,5,23,F,1,,,,
76695116,68045036,3,5,38,M,1,,,,
76695114,68045036,1,5,30,M,1,,,,
76695117,68045037,1,5,11,M,1,,,,
76695119,68045038,2,5,20,M,1,,,,
76695118,68045038,1,5,28,M,1,,,,
76695120,68045039,1,5,30,M,1,,,,
76695121,68045040,0,,,,,,,,
76695123,68045042,1,5,28,M,1,,,,
76695129,68045045,3,5,12,F,1,,,,
76695128,68045045,2,5,12,F,1,,,,
76695127,68045045,1,5,12,F,1,,,,
76695130,68045046,1,5,18,M,1,,,,
76695131,68045047,1,5,29,F,1,,,,
76695138,68045843,1,5,29,M,1,,,,
76695139,68045844,1,5,31,M,2,,,,
76695140,68045845,1,5,49,M,1,,,,
76695141,68045846,1,5,14,M,2,,,,
76695142,68045847,1,5,24,F,1,,,,
76695145,68045850,1,5,15,M,1,,,,
76695146,68045850,2,5,14,M,1,,,,
76695152,68045855,1,5,46,M,2,,,,
76695274,68045958,0,,,,,,,,
76695257,68045943,1,5,31,M,1,,,,
76695133,68045049,1,5,27,M,1,,,,
76695134,68045050,1,5,60,M,1,,,,
76695135,68045051,1,5,17,F,1,,,,
76695136,68045052,1,5,16,M,1,,,,
76695143,68045848,1,5,28,M,1,,,,
76695144,68045849,1,5,28,M,2,,,,
76695147,68045851,1,5,30,F,1,,,,
76695148,68045852,1,5,21,M,1,,,,
76695149,68045852,2,5,21,M,1,,,,
76695150,68045853,1,5,19,F,1,,,,
76695151,68045854,1,5,30,F,1,,,,
76695153,68045856,1,5,30,F,1,,,,
76695154,68045857,1,5,25,M,1,,,,
76695155,68045858,1,5,30,F,1,,,,
76695156,68045859,1,5,13,M,1,,,,
76695158,68045860,2,5,22,M,1,,,,
76695157,68045860,1,5,30,F,1,,,,
76695160,68045862,1,5,29,M,1,,,,
76695167,68045868,2,5,22,M,1,,,,
76695166,68045868,1,5,30,F,1,,,,
76695260,68045944,3,5,11,F,1,,,,
76695259,68045944,2,5,10,M,1,,,,
76695258,68045944,1,5,13,M,1,,,,
76695159,68045861,1,5,43,M,1,,,,
76695279,68045963,1,5,29,M,1,,,,
76695291,68045974,0,,,,,,,,
76695161,68045863,1,5,49,M,1,,,,
76695162,68045864,1,5,30,F,1,,,,
76695163,68045865,1,5,38,M,1,,,,
76695164,68045866,1,5,31,M,1,,,,
76695165,68045867,1,5,37,F,1,,,,
76695168,68045869,1,5,30,F,1,,,,
76695170,68045870,2,5,23,F,1,,,,
76695169,68045870,1,5,26,M,1,,,,
76695171,68045871,1,5,19,M,1,,,,
76695172,68045872,1,5,45,F,1,,,,
76695173,68045873,1,5,17,M,1,,,,
76695174,68045874,1,5,52,M,1,,,,
76695175,68045875,1,5,26,F,1,,,,
76695177,68045876,2,5,48,M,1,,,,
76695176,68045876,1,5,39,M,1,,,,
76695178,68045877,1,5,22,M,1,,,,
76695179,68045878,1,5,18,M,1,,,,
76695181,68045879,2,5,22,M,2,,,,
76695180,68045879,1,5,45,F,2,,,,
76695204,68045895,1,5,15,M,1,,,,
76695242,68045928,1,5,17,F,1,,,,
76695270,68045954,1,5,20,F,2,,,,
76695275,68045959,0,,,,,,,,
76695280,68045964,0,,,,,,,,
76695283,68045967,0,,,,,,,,
76695182,68045880,1,5,20,M,1,,,,
76695184,68045881,2,5,55,M,1,,,,
76695183,68045881,1,5,21,M,1,,,,
76695186,68045882,2,5,28,M,1,,,,
76695185,68045882,1,5,27,F,1,,,,
76695188,68045883,2,5,49,F,1,,,,
76695187,68045883,1,5,31,M,1,,,,
76695191,68045884,3,5,17,F,1,,,,
76695190,68045884,2,5,16,M,1,,,,
76695189,68045884,1,5,15,F,1,,,,
76695192,68045885,1,5,26,M,1,,,,
76695193,68045886,1,5,14,M,2,,,,
76695195,68045887,2,5,11,M,2,,,,
76695194,68045887,1,5,13,M,2,,,,
76695196,68045888,1,5,19,M,1,,,,
76695197,68045889,1,5,18,M,1,,,,
76695198,68045890,0,,,,,,,,
76695199,68045891,1,5,22,M,2,,,,
76695200,68045892,1,5,44,F,1,,,,
76695201,68045893,1,5,13,M,1,,,,
76695232,68045919,2,5,42,F,1,,,,
76695231,68045919,1,5,38,M,1,,,,
76695289,68045972,1,5,18,M,1,,,,
76695203,68045894,2,5,35,F,1,,,,
76695202,68045894,1,5,49,M,1,,,,
76695205,68045896,1,5,14,M,1,,,,
76695206,68045897,1,5,18,M,2,,,,
76695207,68045898,1,5,16,F,1,,,,
76695208,68045899,1,5,42,M,1,,,,
76695209,68045900,1,5,36,M,1,,,,
76695210,68045901,1,5,24,M,1,,,,
76695237,68045923,2,5,27,M,1,,,,
76695236,68045923,1,5,26,F,1,,,,
76695251,68045937,1,5,14,M,1,,,,
76695252,68045938,1,5,25,M,1,,,,
76695256,68045942,1,5,18,M,1,,,,
76695262,68045946,1,5,23,M,1,,,,
76695263,68045947,1,5,26,M,1,,,,
76695271,68045955,0,,,,,,,,
76695276,68045960,0,,,,,,,,
76695277,68045961,0,,,,,,,,
76695278,68045962,1,5,30,M,1,,,,
76695282,68045966,1,5,40,M,1,,,,
76695284,68045968,1,5,15,M,1,,,,
76695285,68045969,0,,,,,,,,
76695287,68045970,2,5,24,M,1,,,,
76695286,68045970,1,5,18,F,1,,,,
76695288,68045971,1,5,14,M,1,,,,
76695290,68045973,1,5,27,M,1,,,,
76695211,68045902,1,5,24,M,1,,,,
76695212,68045903,1,5,39,M,1,,,,
76695213,68045904,1,5,27,M,1,,,,
76695215,68045905,2,5,18,M,1,,,,
76695214,68045905,1,5,26,M,1,,,,
76695216,68045906,0,,,,,,,,
76695217,68045907,0,,,,,,,,
76695218,68045908,0,,,,,,,,
76695219,68045909,0,,,,,,,,
76695220,68045910,0,,,,,,,,
76695221,68045911,1,5,23,F,1,,,,
76695222,68045912,1,5,29,M,1,,,,
76695223,68045913,1,5,20,M,1,,,,
76695224,68045914,0,,,,,,,,
76695227,68045915,3,5,23,M,1,,,,
76695226,68045915,2,5,28,M,1,,,,
76695225,68045915,1,5,25,F,1,,,,
76695228,68045916,0,,,,,,,,
76695229,68045917,1,5,29,M,1,,,,
76695230,68045918,1,5,28,F,1,,,,
76695233,68045920,1,5,24,F,1,,,,
76695234,68045921,1,5,19,M,2,,,,
76695235,68045922,1,5,13,M,1,,,,
76695238,68045924,1,5,29,M,1,,,,
76695239,68045925,1,5,9,M,1,,,,
76695240,68045926,0,,,,,,,,
76695241,68045927,1,5,15,F,1,,,,
76695243,68045929,0,,,,,,,,
76695244,68045930,1,5,15,M,1,,,,
76695245,68045931,1,5,21,M,1,,,,
76695246,68045932,0,,,,,,,,
76695247,68045933,0,,,,,,,,
76695248,68045934,1,5,13,F,1,,,,
76695249,68045935,1,5,21,M,1,,,,
76695250,68045936,0,,,,,,,,
76695253,68045939,1,5,13,M,1,,,,
76695254,68045940,0,,,,,,,,
76695255,68045941,0,,,,,,,,
76695292,68045975,1,5,32,M,1,,,,
76695293,68045976,0,,,,,,,,
76695294,68045977,1,5,14,F,1,,,,
76695295,68045978,1,5,32,M,1,,,,
76695296,68045979,1,5,38,F,2,,,,
76695297,68045980,0,,,,,,,,
76697075,68047569,0,,,,,,,,
76695299,68045981,2,5,21,M,1,,,,
76695298,68045981,1,5,24,M,1,,,,
76695300,68045982,1,5,32,M,1,,,,
76695301,68045983,1,5,32,M,1,,,,
76697071,68046942,1,5,36,M,1,,,,
76695302,68045984,1,5,47,M,1,,,,
76695303,68045985,1,5,18,M,1,,,,
76696842,68045991,1,5,38,M,1,,,,
76695304,68045986,0,,,,,,,,
76696836,68045987,3,5,30,M,1,,,,
76696835,68045987,2,5,41,M,1,,,,
76696834,68045987,1,5,38,F,1,,,,
76696838,68045988,2,5,21,M,1,,,,
76696837,68045988,1,5,18,M,1,,,,
76696839,68045988,3,5,17,M,2,,,,
76696840,68045989,0,,,,,,,,
76696841,68045990,0,,,,,,,,
76696843,68045992,0,,,,,,,,
76696844,68045993,1,5,23,F,1,,,,
76696845,68045994,0,,,,,,,,
76696851,68045998,2,5,40,F,1,,,,
76696850,68045998,1,5,34,M,1,,,,
76696856,68046791,1,5,29,F,1,,,,
76696846,68045995,1,5,17,M,1,,,,
76696848,68045996,2,5,20,M,1,,,,
76696847,68045996,1,5,18,M,1,,,,
76696849,68045997,0,,,,,,,,
76696852,68045999,1,5,53,M,1,,,,
76696854,68046789,2,5,19,M,1,,,,
76696853,68046789,1,5,17,M,1,,,,
76696855,68046790,1,5,36,M,1,,,,
76696858,68046792,2,5,43,M,1,,,,
76696857,68046792,1,5,42,M,1,,,,
76696862,68046793,4,5,38,M,1,,,,
76696861,68046793,3,5,34,F,1,,,,
76696860,68046793,2,5,26,F,1,,,,
76696859,68046793,1,5,32,F,1,,,,
76696863,68046794,1,5,37,F,1,,,,
76696865,68046795,2,5,24,M,1,,,,
76696864,68046795,1,5,25,M,1,,,,
76696866,68046796,1,5,34,M,1,,,,
76696867,68046797,0,,,,,,,,
76696868,68046798,0,,,,,,,,
76696869,68046799,0,,,,,,,,
76696870,68046800,0,,,,,,,,
76696871,68046801,1,5,24,M,1,,,,
76696872,68046802,1,5,21,M,1,,,,
76696873,68046803,1,5,21,M,1,,,,
76696874,68046804,0,,,,,,,,
76696875,68046805,1,5,39,M,1,,,,
76696876,68046806,1,5,43,M,1,,,,
76696877,68046807,1,5,50,M,1,,,,
76696886,68046812,0,,,,,,,,
76696878,68046808,0,,,,,,,,
76696879,68046809,1,5,30,M,1,,,,
76696881,68046810,2,5,19,M,1,,,,
76696880,68046810,1,5,20,M,1,,,,
76696885,68046811,4,5,19,M,1,,,,
76696884,68046811,3,5,20,M,1,,,,
76696883,68046811,2,5,50,M,1,,,,
76696882,68046811,1,5,43,M,1,,,,
76696887,68046813,1,5,24,M,1,,,,
76696889,68046814,2,5,27,F,1,,,,
76696888,68046814,1,5,29,M,1,,,,
76696890,68046815,1,5,27,M,1,,,,
76696891,68046816,0,,,,,,,,
76696893,68046817,2,5,40,M,1,,,,
76696892,68046817,1,5,26,F,1,,,,
76696894,68046818,0,,,,,,,,
76696895,68046819,0,,,,,,,,
76696896,68046820,1,5,45,M,1,,,,
76696898,68046821,2,5,21,M,1,,,,
76696897,68046821,1,5,22,M,1,,,,
76696900,68046822,2,5,36,M,1,,,,
76696899,68046822,1,5,33,F,1,,,,
76696901,68046823,0,,,,,,,,
76696903,68046824,2,5,35,F,1,,,,
76696902,68046824,1,5,20,M,1,,,,
76696904,68046825,1,5,22,M,1,,,,
76696906,68046826,2,5,46,M,1,,,,
76696905,68046826,1,5,47,M,1,,,,
76696908,68046827,2,5,17,M,1,,,,
76696907,68046827,1,5,46,M,1,,,,
76696910,68046828,2,5,15,M,1,,,,
76696909,68046828,1,5,20,F,1,,,,
76696911,68046829,1,5,22,M,1,,,,
76696913,68046830,2,5,36,M,1,,,,
76696912,68046830,1,5,41,M,1,,,,
76696915,68046831,2,5,30,F,1,,,,
76696914,68046831,1,5,27,M,1,,,,
76696916,68046832,0,,,,,,,,
76696917,68046833,1,5,33,F,1,,,,
76696918,68046834,1,5,22,M,1,,,,
76696920,68046835,2,5,26,F,1,,,,
76696919,68046835,1,5,38,M,1,,,,
76696921,68046836,1,5,45,F,1,,,,
76696922,68046837,0,,,,,,,,
76696923,68046838,1,5,42,M,2,,,,
76697074,68047568,0,,,,,,,,
76696939,68046848,1,5,22,M,1,,,,
76696940,68046849,1,5,53,M,1,,,,
76696941,68046850,1,5,29,F,1,,,,
76696942,68046851,0,,,,,,,,
76696943,68046852,0,,,,,,,,
76696945,68046853,2,5,37,M,1,,,,
76696944,68046853,1,5,35,M,1,,,,
76696947,68046854,2,5,31,F,1,,,,
76696946,68046854,1,5,40,M,1,,,,
76696970,68046869,0,,,,,,,,
76696971,68046870,1,5,20,M,1,,,,
76697026,68046907,0,,,,,,,,
76696924,68046839,0,,,,,,,,
76696925,68046840,1,5,25,F,1,,,,
76696926,68046841,1,5,60,F,1,,,,
76696927,68046842,1,5,13,M,1,,,,
76696928,68046843,0,,,,,,,,
76696930,68046844,2,5,24,M,1,,,,
76696929,68046844,1,5,22,M,1,,,,
76696935,68046845,5,5,21,M,1,,,,
76696934,68046845,4,5,22,M,1,,,,
76696933,68046845,3,5,22,M,1,,,,
76696932,68046845,2,5,21,F,1,,,,
76696931,68046845,1,5,21,M,1,,,,
76696937,68046846,2,5,19,F,1,,,,
76696936,68046846,1,5,21,M,1,,,,
76696938,68046847,0,,,,,,,,
76697073,68046944,1,5,44,M,1,,,,
76696948,68046855,1,5,20,M,1,,,,
76696950,68046856,2,5,38,F,1,,,,
76696949,68046856,1,5,39,M,1,,,,
76696951,68046857,1,5,53,M,1,,,,
76696952,68046858,0,,,,,,,,
76696956,68046859,4,5,22,M,1,,,,
76696955,68046859,3,5,23,M,1,,,,
76696954,68046859,2,5,23,F,1,,,,
76696953,68046859,1,5,31,M,1,,,,
76696958,68046860,2,5,73,M,1,,,,
76696957,68046860,1,5,50,M,1,,,,
76696959,68046861,1,5,19,M,2,,,,
76696960,68046861,2,5,20,M,1,,,,
76696962,68046862,2,5,27,M,2,,,,
76696961,68046862,1,5,25,M,2,,,,
76696963,68046863,1,5,26,F,1,,,,
76696964,68046864,0,,,,,,,,
76696965,68046865,0,,,,,,,,
76696967,68046866,2,5,21,F,1,,,,
